time,L_arm_shoulder_pitch_joint,L_arm_shoulder_roll_joint,L_arm_shoulder_yaw_joint,L_arm_elbow_joint,L_leg_hip_yaw_joint,L_leg_hip_roll_joint,L_leg_hip_pitch_joint,L_leg_knee_joint,L_leg_ankle_joint,R_arm_shoulder_pitch_joint,R_arm_shoulder_roll_joint,R_arm_shoulder_yaw_joint,R_arm_elbow_joint,R_leg_hip_yaw_joint,R_leg_hip_roll_joint,R_leg_hip_pitch_joint,R_leg_knee_joint,R_leg_ankle_joint
3.4711,-0.386775,0.150918,-0.442783,-0.448410,0.058130,-0.418053,-0.231188,0.463698,-0.308037,0.199522,-0.267951,0.057977,-0.547427,-0.072408,-0.047042,-1.007935,1.761996,-0.203601
3.5045,-0.463012,0.116537,-0.514101,-0.462845,0.057694,-0.385019,-0.215770,0.562194,-0.373990,0.261504,-0.245234,0.031046,-0.534044,-0.036048,-0.081267,-1.003960,1.613773,-0.206833
3.5378,-0.546622,0.065159,-0.571044,-0.450452,0.052828,-0.372942,-0.174852,0.580694,-0.399505,0.302063,-0.236257,0.023410,-0.522298,-0.025878,-0.092078,-0.994140,1.418693,-0.188923
3.5712,-0.607331,0.027085,-0.577381,-0.465016,0.037780,-0.366945,-0.140407,0.577420,-0.414737,0.318229,-0.239682,0.020324,-0.508765,-0.019015,-0.085590,-0.980160,1.195772,-0.157961
3.6046,-0.643079,0.019462,-0.560439,-0.503447,0.027528,-0.361427,-0.123053,0.574063,-0.428179,0.302896,-0.250186,0.043091,-0.489876,0.001482,-0.041723,-0.950959,0.929115,-0.111001
3.6380,-0.659709,0.019432,-0.541106,-0.535678,0.031638,-0.361021,-0.091677,0.564581,-0.442445,0.280145,-0.260864,0.059726,-0.470920,0.041680,-0.003589,-0.896328,0.663364,-0.082196
3.6713,-0.658155,0.020872,-0.526858,-0.554729,0.043003,-0.359192,-0.048902,0.571509,-0.463479,0.255954,-0.266578,0.069635,-0.450905,0.081174,-0.016682,-0.836103,0.480493,-0.067292
3.7047,-0.654076,0.020909,-0.521849,-0.562120,0.041211,-0.348344,-0.052537,0.652261,-0.496057,0.235221,-0.283075,0.069771,-0.453287,0.096431,-0.041686,-0.862181,0.533625,-0.082839
3.7381,-0.637937,0.022125,-0.521088,-0.558424,0.049212,-0.319766,-0.051944,0.744116,-0.522941,0.212490,-0.285620,0.069943,-0.453392,0.116356,-0.097478,-0.862866,0.628927,-0.108075
3.7715,-0.599882,0.024531,-0.519148,-0.538369,0.061237,-0.307455,-0.044360,0.856101,-0.520890,0.188378,-0.288703,0.077106,-0.452289,0.110873,-0.133326,-0.876222,0.753485,-0.119304
3.8048,-0.545077,0.031085,-0.519758,-0.503059,0.091115,-0.297830,-0.051802,1.011459,-0.462609,0.162941,-0.291845,0.086560,-0.452397,0.092689,-0.097811,-0.880721,0.893000,-0.171101
3.8382,-0.473268,0.045529,-0.524190,-0.409241,0.131449,-0.238388,-0.157469,1.294729,-0.380776,0.132000,-0.261298,0.097124,-0.445872,0.102509,-0.046968,-0.862678,1.024136,-0.260191
3.8716,-0.479787,0.094081,-0.528664,-0.304727,0.190018,-0.198203,-0.464369,1.660881,-0.288414,0.047377,-0.219534,0.087670,-0.473876,0.128806,0.014815,-0.910355,1.040875,-0.274181
3.9050,-0.441770,0.149020,-0.493294,-0.265197,0.271549,-0.173979,-0.656483,1.876481,-0.274469,-0.004586,-0.202807,0.101183,-0.507924,0.141527,0.083829,-0.873562,1.030283,-0.317699
3.9383,-0.370371,0.218454,-0.455891,-0.255004,0.328913,-0.139585,-0.807458,1.997935,-0.315452,-0.053416,-0.188878,0.134887,-0.538472,0.155718,0.151949,-0.800996,1.010307,-0.362433
3.9717,-0.275711,0.279020,-0.386502,-0.266297,0.356355,-0.133773,-0.907701,2.027713,-0.316665,-0.095340,-0.190144,0.170137,-0.559662,0.152175,0.198121,-0.694453,0.974621,-0.400820
4.0051,-0.175143,0.325260,-0.301501,-0.297749,0.344573,-0.143341,-0.983970,1.980054,-0.289557,-0.127278,-0.206091,0.185940,-0.592542,0.123376,0.239633,-0.576153,0.921690,-0.429171
4.0385,-0.084328,0.364260,-0.245502,-0.342368,0.308387,-0.149388,-1.043194,1.869854,-0.265529,-0.154031,-0.231209,0.190613,-0.632709,0.082443,0.276238,-0.466400,0.864573,-0.454213
4.0718,-0.008530,0.397186,-0.210169,-0.386845,0.270222,-0.164722,-1.083166,1.702712,-0.245927,-0.187843,-0.265121,0.214858,-0.676640,0.042068,0.299031,-0.386078,0.816932,-0.466375
4.1052,0.068098,0.426156,-0.154044,-0.432120,0.254712,-0.189703,-1.087692,1.485657,-0.202401,-0.221790,-0.291108,0.235860,-0.711629,0.006226,0.330478,-0.296020,0.749218,-0.475120
4.1386,0.138273,0.446501,-0.084920,-0.466599,0.244749,-0.251238,-1.054174,1.215113,-0.151477,-0.251652,-0.312000,0.247698,-0.741491,-0.025554,0.365652,-0.201395,0.664642,-0.479750
4.1720,0.195994,0.460296,-0.019301,-0.482842,0.232223,-0.358208,-0.983780,0.898330,-0.101353,-0.273967,-0.328880,0.247120,-0.773010,-0.054707,0.400423,-0.106171,0.567742,-0.469346
4.2053,0.212836,0.496771,-0.004074,-0.469387,0.227963,-0.468287,-1.068096,0.857933,-0.171460,-0.278869,-0.333375,0.240117,-0.794058,-0.065191,0.455228,-0.069776,0.601255,-0.521898
4.2387,0.231680,0.512550,0.026516,-0.449241,0.193957,-0.532674,-1.112016,0.794008,-0.204241,-0.287783,-0.340092,0.238246,-0.816678,-0.086587,0.485341,-0.038576,0.619544,-0.553530
4.2721,0.267813,0.447446,0.112362,-0.409861,0.155315,-0.555759,-0.836681,0.336619,-0.027906,-0.294936,-0.361132,0.252802,-0.825374,-0.155019,0.472970,0.047181,0.526494,-0.500318
4.3055,0.250988,0.450051,0.121659,-0.397455,0.158961,-0.553708,-0.839787,0.361450,-0.022364,-0.288921,-0.364451,0.237880,-0.835114,-0.177981,0.486581,0.047744,0.575533,-0.492703
4.3389,0.259334,0.405879,0.131761,-0.360454,0.170486,-0.533598,-0.760484,0.385263,-0.034347,-0.246500,-0.351590,0.214195,-0.822333,-0.239280,0.452891,0.077593,0.671922,-0.458802
4.3722,0.248591,0.368081,0.111805,-0.336743,0.176967,-0.521869,-0.673646,0.435827,-0.084593,-0.182698,-0.343407,0.191359,-0.790875,-0.308427,0.404963,0.067989,0.833153,-0.376187
4.4056,0.224614,0.313854,0.064802,-0.322181,0.168857,-0.530899,-0.559589,0.495339,-0.162564,-0.103471,-0.349018,0.163139,-0.734641,-0.362294,0.303223,-0.026194,1.110631,-0.279430
4.4390,0.170136,0.256354,0.002710,-0.325896,0.137087,-0.552183,-0.447720,0.439205,-0.185024,-0.060310,-0.371994,0.159676,-0.679843,-0.359445,0.198083,-0.246068,1.434861,-0.216461
4.4724,0.095325,0.237885,-0.047882,-0.357837,0.118397,-0.549454,-0.383960,0.365195,-0.182076,-0.029785,-0.353602,0.137294,-0.656840,-0.297468,0.143541,-0.455436,1.652464,-0.163242
4.5057,-0.003647,0.244568,-0.119870,-0.381713,0.099288,-0.530387,-0.340990,0.275519,-0.157940,-0.003023,-0.330443,0.125947,-0.638979,-0.213900,0.120058,-0.657665,1.794494,-0.163076
4.5391,-0.112805,0.234954,-0.208996,-0.392244,0.072822,-0.510240,-0.286062,0.209059,-0.144833,0.045028,-0.313431,0.108566,-0.625582,-0.165467,0.090143,-0.813642,1.871095,-0.151101
4.5725,-0.202669,0.205506,-0.280032,-0.409779,0.046167,-0.501212,-0.250741,0.246069,-0.182970,0.100114,-0.311176,0.097196,-0.605557,-0.143144,0.032069,-0.914763,1.887692,-0.155256
4.6059,-0.300560,0.171757,-0.368108,-0.419474,0.028701,-0.483395,-0.230881,0.297487,-0.220645,0.149054,-0.301670,0.092594,-0.585968,-0.110514,-0.022458,-0.993108,1.842442,-0.171978
4.6392,-0.390238,0.140333,-0.435015,-0.423112,0.018951,-0.457495,-0.219132,0.365865,-0.269482,0.196709,-0.282782,0.077254,-0.569225,-0.074881,-0.082238,-1.040340,1.744782,-0.178646
4.6726,-0.480716,0.098347,-0.503627,-0.415189,0.018803,-0.434636,-0.201886,0.432032,-0.316625,0.233525,-0.256186,0.054612,-0.549335,-0.051908,-0.113113,-1.052781,1.587449,-0.184475
4.7060,-0.569189,0.050499,-0.560899,-0.403659,0.006063,-0.422839,-0.175053,0.446411,-0.345491,0.248118,-0.241690,0.046306,-0.520851,-0.040220,-0.130325,-1.055759,1.389580,-0.167373
4.7394,-0.636361,0.016208,-0.575091,-0.409932,-0.011453,-0.408652,-0.152190,0.447930,-0.357020,0.241030,-0.240505,0.054790,-0.491104,-0.027580,-0.134836,-1.047997,1.155565,-0.127422
4.7727,-0.671185,0.011293,-0.568028,-0.441638,-0.027356,-0.401243,-0.122745,0.434500,-0.354064,0.216569,-0.244898,0.065686,-0.465342,-0.002786,-0.118764,-1.012074,0.883898,-0.078947
4.8061,-0.691730,0.010697,-0.550326,-0.465767,-0.033991,-0.399388,-0.094569,0.428593,-0.374700,0.184289,-0.257832,0.094190,-0.453074,0.035987,-0.048572,-0.963891,0.626720,-0.032294
4.8395,-0.697311,0.010222,-0.531648,-0.483403,-0.039722,-0.411008,-0.061276,0.430330,-0.394296,0.147845,-0.278748,0.125900,-0.448667,0.064468,-0.014522,-0.907977,0.435994,-0.012787
4.8729,-0.696019,0.006584,-0.514637,-0.494731,-0.056813,-0.417114,-0.070057,0.505607,-0.419937,0.118471,-0.310803,0.132237,-0.460436,0.073807,0.008715,-0.931626,0.476892,-0.031465
4.9062,-0.674257,0.010563,-0.507203,-0.488315,-0.048094,-0.395528,-0.071408,0.613254,-0.437895,0.093028,-0.313068,0.132016,-0.470179,0.087034,-0.049446,-0.928864,0.568428,-0.040519
4.9396,-0.630230,0.015003,-0.493291,-0.463528,-0.027716,-0.380307,-0.087673,0.759450,-0.434359,0.070310,-0.306781,0.123347,-0.474885,0.081403,-0.106628,-0.953290,0.693325,-0.045388
4.9730,-0.578803,0.017948,-0.469923,-0.431679,0.000191,-0.379360,-0.124097,0.933281,-0.374776,0.049536,-0.312775,0.120857,-0.480829,0.067565,-0.085426,-0.974964,0.837368,-0.096944
5.0064,-0.502226,0.027836,-0.473391,-0.345911,0.047346,-0.333377,-0.225582,1.233699,-0.307160,0.031389,-0.288007,0.131679,-0.485120,0.075746,-0.044875,-0.963063,0.988818,-0.200377
5.0397,-0.475037,0.067421,-0.503289,-0.259840,0.105245,-0.289808,-0.456578,1.567947,-0.227053,-0.027920,-0.260389,0.143232,-0.508280,0.094020,0.003262,-0.957561,1.007727,-0.242504
5.0731,-0.427604,0.117931,-0.493467,-0.254797,0.130744,-0.265965,-0.639576,1.765793,-0.232805,-0.077883,-0.260909,0.152053,-0.542195,0.084344,0.050160,-0.929914,1.008212,-0.292171
5.1065,-0.352221,0.190661,-0.454855,-0.266284,0.177902,-0.214225,-0.794558,1.894250,-0.274123,-0.116008,-0.244024,0.159076,-0.569124,0.099301,0.106844,-0.864309,1.000848,-0.339849
5.1399,-0.248825,0.269893,-0.388117,-0.292976,0.242541,-0.168276,-0.900699,1.943561,-0.293590,-0.144194,-0.220333,0.167949,-0.580883,0.113021,0.170985,-0.752074,0.972405,-0.386308
5.1732,-0.142760,0.332228,-0.313717,-0.321826,0.294995,-0.142992,-0.969203,1.912732,-0.307901,-0.161491,-0.203754,0.169575,-0.593922,0.107136,0.229388,-0.602968,0.905432,-0.430155
5.2066,-0.055612,0.374459,-0.237974,-0.348745,0.304509,-0.138529,-1.026528,1.816498,-0.306981,-0.173903,-0.203730,0.163774,-0.616960,0.080520,0.280675,-0.460441,0.827049,-0.454214
5.2400,0.014501,0.398509,-0.165976,-0.376285,0.274890,-0.166858,-1.060037,1.649078,-0.265039,-0.196827,-0.219853,0.168194,-0.642186,0.038622,0.303383,-0.359232,0.772457,-0.471526
5.2734,0.070940,0.414989,-0.098088,-0.396248,0.235277,-0.226200,-1.066826,1.416469,-0.211427,-0.226191,-0.241936,0.184295,-0.673293,-0.004508,0.321268,-0.287346,0.726103,-0.488248
5.3067,0.120942,0.429385,-0.035000,-0.417350,0.198800,-0.273774,-1.032841,1.135698,-0.158600,-0.243708,-0.257593,0.194200,-0.708361,-0.046415,0.349288,-0.192015,0.653071,-0.499689
5.3401,0.157666,0.441684,0.020177,-0.429385,0.158966,-0.355895,-0.973761,0.808838,-0.087358,-0.263541,-0.268399,0.199854,-0.745148,-0.077692,0.377949,-0.117250,0.581227,-0.500473
5.3735,0.177899,0.451247,0.072052,-0.434766,0.112174,-0.428592,-0.890638,0.459886,-0.008412,-0.278091,-0.277188,0.198151,-0.777205,-0.106348,0.417382,-0.048136,0.519020,-0.500070
5.4069,0.172691,0.470804,0.087653,-0.426958,0.082316,-0.461077,-0.955859,0.421692,-0.028015,-0.289377,-0.281565,0.189670,-0.798949,-0.120765,0.457133,-0.038092,0.563530,-0.536399
5.4403,0.168967,0.468060,0.115801,-0.415736,0.073568,-0.457115,-0.963261,0.412217,-0.025566,-0.300057,-0.281400,0.181777,-0.816979,-0.141520,0.473228,-0.026849,0.608593,-0.556839
5.4736,0.198074,0.427052,0.159922,-0.390532,0.101260,-0.458036,-0.868972,0.399986,-0.032232,-0.284988,-0.267275,0.178804,-0.814279,-0.183546,0.455605,0.033915,0.649947,-0.554483
5.5070,0.207942,0.385816,0.174619,-0.369209,0.108946,-0.453897,-0.794513,0.420721,-0.034574,-0.248124,-0.260284,0.171021,-0.796588,-0.246677,0.425401,0.077712,0.725491,-0.520233
5.5404,0.202700,0.340156,0.155628,-0.347254,0.115255,-0.453233,-0.715680,0.481104,-0.071424,-0.189204,-0.257489,0.151683,-0.764634,-0.311688,0.373304,0.077776,0.870888,-0.437685
5.5738,0.180926,0.286382,0.097971,-0.323928,0.107620,-0.460349,-0.626951,0.553597,-0.149109,-0.116246,-0.268025,0.129589,-0.715433,-0.360478,0.292152,-0.008211,1.125264,-0.339027
5.6071,0.123974,0.225717,0.033312,-0.313653,0.080657,-0.488234,-0.538964,0.535981,-0.189217,-0.071645,-0.295948,0.122017,-0.663093,-0.378479,0.207056,-0.209152,1.438732,-0.255886
5.6405,0.054771,0.197335,-0.026285,-0.334087,0.062730,-0.500601,-0.472150,0.475505,-0.205045,-0.041169,-0.304025,0.121021,-0.636616,-0.336740,0.145052,-0.420732,1.668590,-0.209647
5.6739,-0.039365,0.193812,-0.110609,-0.349881,0.054947,-0.485482,-0.419728,0.382816,-0.188861,-0.024212,-0.294645,0.124478,-0.607716,-0.250545,0.116505,-0.629602,1.816645,-0.211970
5.7073,-0.142165,0.186974,-0.223291,-0.357884,0.039122,-0.461927,-0.354815,0.294989,-0.172238,0.008475,-0.290937,0.118634,-0.587336,-0.192726,0.088724,-0.802509,1.895507,-0.188541
5.7406,-0.239669,0.160281,-0.331038,-0.362800,0.018060,-0.460348,-0.282580,0.255003,-0.174246,0.058080,-0.301172,0.107101,-0.571908,-0.175614,0.047233,-0.925260,1.916222,-0.179593
5.7740,-0.319926,0.145011,-0.400562,-0.386421,0.024152,-0.458117,-0.247292,0.302588,-0.221033,0.109223,-0.299265,0.092265,-0.560651,-0.131014,-0.000291,-1.007498,1.871164,-0.181695
5.8074,-0.401534,0.126862,-0.483280,-0.404000,0.037850,-0.460985,-0.215798,0.363386,-0.284756,0.159479,-0.285953,0.073539,-0.551470,-0.094735,-0.044846,-1.055428,1.773317,-0.196051
5.8408,-0.488670,0.094202,-0.576735,-0.396047,0.034223,-0.433933,-0.189444,0.415939,-0.319146,0.206382,-0.272469,0.062812,-0.547831,-0.079574,-0.073628,-1.068069,1.618670,-0.184100
5.8741,-0.567787,0.058028,-0.634811,-0.390770,0.029266,-0.423659,-0.161293,0.447236,-0.349459,0.238495,-0.270983,0.060214,-0.548516,-0.068591,-0.107254,-1.067805,1.427056,-0.174799
5.9075,-0.631124,0.032097,-0.660332,-0.397747,0.023634,-0.416141,-0.124023,0.445364,-0.377214,0.251937,-0.277242,0.076150,-0.543804,-0.065297,-0.098903,-1.049031,1.191124,-0.150181
5.9409,-0.672137,0.023556,-0.660703,-0.423069,0.026795,-0.411145,-0.079502,0.423687,-0.391669,0.248102,-0.283626,0.097493,-0.537249,-0.045431,-0.054664,-1.004244,0.918973,-0.105831
5.9743,-0.698629,0.024576,-0.646905,-0.452982,0.033289,-0.424354,-0.032884,0.388790,-0.402036,0.229007,-0.293170,0.116475,-0.532243,-0.015659,-0.001211,-0.952496,0.649817,-0.059980
6.0076,-0.706481,0.026773,-0.626989,-0.473345,0.043886,-0.422474,0.013036,0.380822,-0.416450,0.205394,-0.299995,0.139565,-0.522047,0.017010,0.002999,-0.890724,0.452768,-0.035215
6.0410,-0.707004,0.033443,-0.616040,-0.485710,0.038022,-0.419250,0.014411,0.445839,-0.448796,0.185657,-0.321958,0.142506,-0.532002,0.029436,-0.008666,-0.917974,0.492787,-0.050199
6.0744,-0.683227,0.033044,-0.608353,-0.486130,0.067032,-0.375904,0.031953,0.547956,-0.483277,0.170991,-0.303613,0.135282,-0.531252,0.068188,-0.064894,-0.894290,0.582996,-0.081001
6.1078,-0.646259,0.045337,-0.599603,-0.477946,0.097784,-0.347341,0.037754,0.673480,-0.502882,0.154549,-0.300802,0.127893,-0.531875,0.084827,-0.119488,-0.903442,0.703404,-0.080895
6.1411,-0.583305,0.060585,-0.579520,-0.457090,0.137964,-0.335999,0.021595,0.851898,-0.464750,0.135222,-0.290658,0.118481,-0.528919,0.081774,-0.097875,-0.910262,0.846102,-0.124506
6.1745,-0.483447,0.080065,-0.544808,-0.402783,0.193458,-0.277246,-0.073952,1.164036,-0.401978,0.113502,-0.244268,0.105972,-0.509224,0.101859,-0.056939,-0.885727,0.992924,-0.228280
6.2079,-0.446865,0.134370,-0.524232,-0.339905,0.257521,-0.203741,-0.338551,1.550339,-0.325230,0.038808,-0.192882,0.131485,-0.496578,0.144435,0.013889,-0.880127,1.003997,-0.259910
6.2413,-0.397797,0.184540,-0.494787,-0.317543,0.300977,-0.145216,-0.554942,1.800491,-0.265157,-0.016961,-0.170631,0.151426,-0.513625,0.161914,0.080974,-0.836032,0.981162,-0.301344
6.2746,-0.347535,0.233411,-0.464627,-0.305534,0.330416,-0.117130,-0.738658,1.949003,-0.292219,-0.070136,-0.164675,0.169416,-0.532940,0.164784,0.150272,-0.787088,0.962905,-0.341629
6.3080,-0.274754,0.278055,-0.411637,-0.305620,0.332282,-0.108725,-0.876916,2.014552,-0.295565,-0.119125,-0.172742,0.182090,-0.538942,0.154955,0.193039,-0.721847,0.959080,-0.385955
6.3414,-0.188108,0.316162,-0.334648,-0.315033,0.315783,-0.107712,-0.968348,1.996058,-0.279877,-0.150710,-0.183544,0.171009,-0.556628,0.134895,0.230649,-0.622655,0.929210,-0.421168
6.3748,-0.096609,0.358575,-0.252615,-0.340151,0.308331,-0.108775,-1.032067,1.911628,-0.279055,-0.176236,-0.186900,0.154862,-0.589477,0.121933,0.272677,-0.514363,0.875538,-0.441559
6.4081,-0.023387,0.382510,-0.178320,-0.368414,0.262347,-0.101384,-1.081881,1.777682,-0.259875,-0.200564,-0.212383,0.144417,-0.626709,0.084740,0.300114,-0.432221,0.841962,-0.464026
6.4415,0.045043,0.405872,-0.100308,-0.398462,0.245351,-0.119346,-1.095415,1.586517,-0.236961,-0.227816,-0.232247,0.147902,-0.663523,0.053557,0.335534,-0.346438,0.797391,-0.483620
6.4749,0.101596,0.424149,-0.018247,-0.417157,0.228103,-0.171886,-1.072678,1.339948,-0.193935,-0.257627,-0.251634,0.150241,-0.694950,0.030761,0.355693,-0.269161,0.740407,-0.489593
6.5083,0.144055,0.428543,0.057531,-0.431049,0.189028,-0.268349,-1.008126,1.032614,-0.135231,-0.283906,-0.280531,0.153048,-0.719249,-0.009520,0.380285,-0.192399,0.676010,-0.497695
6.5417,0.154306,0.468817,0.080709,-0.419620,0.188448,-0.386162,-1.080794,0.986386,-0.193002,-0.291395,-0.286500,0.146987,-0.738495,-0.010775,0.427123,-0.156173,0.716231,-0.562682
6.5750,0.166354,0.497488,0.112324,-0.407917,0.167047,-0.505195,-1.118682,0.906541,-0.239121,-0.303128,-0.294983,0.139595,-0.758232,-0.020074,0.465491,-0.114943,0.726481,-0.602305
6.6084,0.206683,0.456420,0.185960,-0.422728,0.107879,-0.574189,-0.831532,0.337238,-0.055938,-0.331377,-0.323139,0.170509,-0.765097,-0.071560,0.470057,-0.002305,0.552478,-0.521496
6.6418,0.214488,0.442279,0.208969,-0.411503,0.121250,-0.561480,-0.667061,0.124249,0.047167,-0.325745,-0.320119,0.170371,-0.766752,-0.096825,0.468527,0.054046,0.540918,-0.507263
6.6752,0.201563,0.431035,0.211023,-0.397465,0.134752,-0.525914,-0.624305,0.114378,0.036006,-0.309340,-0.317099,0.161539,-0.770223,-0.118787,0.467886,0.059775,0.610011,-0.497117
6.7085,0.190813,0.406291,0.196164,-0.379260,0.153395,-0.522444,-0.564089,0.129558,0.041146,-0.272063,-0.306334,0.151195,-0.759554,-0.163627,0.451046,0.055972,0.729818,-0.448511
6.7419,0.172852,0.371167,0.154122,-0.360972,0.165606,-0.520903,-0.482372,0.161627,0.005692,-0.217772,-0.297495,0.141695,-0.736444,-0.222746,0.412627,0.001020,0.938267,-0.354652
6.7753,0.141827,0.325645,0.085783,-0.344062,0.168507,-0.530426,-0.398793,0.204343,-0.054652,-0.158733,-0.298125,0.144103,-0.698661,-0.256359,0.344543,-0.142252,1.240972,-0.260414
6.8087,0.074293,0.268854,0.013092,-0.338532,0.140757,-0.575183,-0.361604,0.208900,-0.093680,-0.148851,-0.319054,0.180000,-0.649335,-0.249683,0.250068,-0.418916,1.581566,-0.177964
6.8420,0.010884,0.253205,-0.059958,-0.352179,0.137358,-0.553729,-0.297214,0.227863,-0.151127,-0.075902,-0.310765,0.157904,-0.637534,-0.223280,0.198337,-0.535261,1.732762,-0.170959
6.8754,-0.088234,0.242804,-0.169648,-0.351630,0.127324,-0.535479,-0.237850,0.157580,-0.143421,-0.024241,-0.281153,0.133257,-0.625223,-0.156748,0.155735,-0.708337,1.847942,-0.180203
6.9088,-0.166416,0.212360,-0.242466,-0.359916,0.118838,-0.523052,-0.178183,0.159024,-0.169432,0.036463,-0.284467,0.131827,-0.602919,-0.129392,0.102630,-0.824496,1.900431,-0.176941
6.9422,-0.257019,0.173642,-0.330357,-0.366754,0.102232,-0.515020,-0.142870,0.188252,-0.201614,0.095333,-0.274496,0.128546,-0.582087,-0.111135,0.048318,-0.929675,1.902320,-0.172038
6.9755,-0.333778,0.139867,-0.398673,-0.385737,0.095436,-0.495027,-0.113742,0.244263,-0.239952,0.154904,-0.267505,0.119638,-0.560298,-0.081787,-0.008920,-0.984159,1.835078,-0.187703
7.0089,-0.409512,0.106799,-0.479835,-0.404407,0.094690,-0.478674,-0.097458,0.307987,-0.287208,0.202668,-0.250583,0.116486,-0.533099,-0.055894,-0.053858,-1.015897,1.713560,-0.201069
7.0423,-0.480259,0.074441,-0.548293,-0.421565,0.092295,-0.460941,-0.081365,0.372824,-0.331558,0.240999,-0.236012,0.116140,-0.509228,-0.038430,-0.084625,-1.020238,1.549337,-0.199310
7.0757,-0.544267,0.040918,-0.568420,-0.444716,0.078836,-0.438309,-0.077814,0.415033,-0.361424,0.262542,-0.227267,0.126699,-0.494715,-0.026908,-0.097295,-1.017877,1.341051,-0.173317
7.1090,-0.604309,0.021958,-0.585754,-0.461309,0.061159,-0.419450,-0.077548,0.443403,-0.381097,0.266800,-0.231519,0.141725,-0.472993,-0.018080,-0.091745,-1.002168,1.098920,-0.132753
7.1424,-0.623623,0.021801,-0.541723,-0.503016,0.063151,-0.411997,-0.059808,0.459521,-0.406152,0.259490,-0.234587,0.130199,-0.450616,0.004214,-0.053982,-0.958892,0.834675,-0.094149
7.1758,-0.642384,0.021942,-0.524730,-0.528859,0.063260,-0.409068,-0.045035,0.469019,-0.426195,0.227623,-0.243556,0.173987,-0.425766,0.029255,-0.016491,-0.909346,0.584255,-0.063139
7.2092,-0.648279,0.023953,-0.521732,-0.538987,0.070709,-0.396830,-0.028651,0.505345,-0.452292,0.199136,-0.249994,0.216928,-0.416505,0.053526,-0.005085,-0.858115,0.429074,-0.047112
7.2425,-0.645899,0.026563,-0.514522,-0.542865,0.065852,-0.380302,-0.044562,0.591378,-0.480622,0.174964,-0.270665,0.226869,-0.423945,0.061118,-0.020758,-0.883018,0.489961,-0.056850
7.2759,-0.618940,0.030002,-0.505310,-0.526697,0.079337,-0.337429,-0.044206,0.705582,-0.509191,0.149130,-0.260003,0.225956,-0.418767,0.084112,-0.072434,-0.880766,0.602762,-0.080826
7.3093,-0.579294,0.048608,-0.496558,-0.506630,0.105915,-0.308337,-0.051787,0.841311,-0.513626,0.124440,-0.261177,0.228005,-0.423347,0.092644,-0.105727,-0.902453,0.740228,-0.086200
7.3427,-0.517388,0.072693,-0.482493,-0.471164,0.154998,-0.276618,-0.080540,1.031825,-0.470488,0.098887,-0.249650,0.220878,-0.427742,0.098703,-0.075471,-0.905915,0.884832,-0.159887
7.3760,-0.423215,0.113838,-0.470691,-0.395516,0.209758,-0.192344,-0.204542,1.362419,-0.392237,0.072883,-0.189916,0.188190,-0.428879,0.132888,-0.022025,-0.874229,1.015916,-0.262770
7.4094,-0.407752,0.172869,-0.485920,-0.315728,0.280579,-0.138810,-0.482535,1.708491,-0.281000,0.008751,-0.137044,0.158251,-0.475267,0.166121,0.045768,-0.871759,1.003429,-0.279631
7.4428,-0.361745,0.228984,-0.463772,-0.297336,0.331501,-0.106738,-0.686901,1.916803,-0.236392,-0.030700,-0.117698,0.151345,-0.549721,0.177465,0.105930,-0.829558,0.983442,-0.314218
7.4762,-0.296529,0.286447,-0.428437,-0.293640,0.359806,-0.098275,-0.846746,2.030577,-0.272132,-0.071313,-0.115165,0.173198,-0.622197,0.182451,0.155432,-0.766121,0.960993,-0.352123
7.5096,-0.219442,0.336906,-0.364570,-0.304344,0.349621,-0.101829,-0.967111,2.061658,-0.261739,-0.104510,-0.121420,0.186830,-0.679367,0.170137,0.192100,-0.681112,0.933279,-0.387632
7.5429,-0.128062,0.373904,-0.282960,-0.334611,0.320570,-0.116427,-1.041771,2.016785,-0.240373,-0.126083,-0.133884,0.175201,-0.737441,0.140073,0.226607,-0.576862,0.897777,-0.422136
7.5763,-0.042411,0.405043,-0.206745,-0.368707,0.288096,-0.124065,-1.090025,1.909434,-0.234817,-0.145649,-0.152327,0.187155,-0.798169,0.103775,0.262882,-0.468907,0.849641,-0.450730
7.6097,0.025556,0.424089,-0.138401,-0.400348,0.255684,-0.151540,-1.115465,1.746696,-0.229954,-0.170636,-0.180054,0.201709,-0.858011,0.064424,0.284914,-0.393485,0.823767,-0.469184
7.6431,0.082992,0.447150,-0.085997,-0.424566,0.237111,-0.163958,-1.122174,1.543259,-0.181267,-0.199646,-0.199215,0.214298,-0.910815,0.036632,0.308766,-0.321618,0.784527,-0.479746
7.6764,0.134101,0.467897,-0.041621,-0.435780,0.228374,-0.217986,-1.079525,1.273787,-0.155974,-0.224578,-0.213471,0.222437,-0.948313,0.006324,0.337333,-0.237896,0.727077,-0.488599
7.7098,0.178452,0.473826,0.009867,-0.443251,0.217201,-0.341442,-0.989751,0.949236,-0.114741,-0.244964,-0.223303,0.224059,-0.969960,-0.026700,0.362250,-0.147925,0.648671,-0.490873
7.7432,0.186749,0.508532,0.026092,-0.430061,0.216624,-0.458593,-1.064562,0.907734,-0.189368,-0.245586,-0.224264,0.217056,-0.987339,-0.032998,0.410458,-0.111939,0.688649,-0.545355
