time,L_arm_shoulder_pitch_joint,L_arm_shoulder_roll_joint,L_arm_shoulder_yaw_joint,L_arm_elbow_joint,L_leg_hip_yaw_joint,L_leg_hip_roll_joint,L_leg_hip_pitch_joint,L_leg_knee_joint,L_leg_ankle_joint,R_arm_shoulder_pitch_joint,R_arm_shoulder_roll_joint,R_arm_shoulder_yaw_joint,R_arm_elbow_joint,R_leg_hip_yaw_joint,R_leg_hip_roll_joint,R_leg_hip_pitch_joint,R_leg_knee_joint,R_leg_ankle_joint
7.7766,0.196555,0.523281,0.053033,-0.413039,0.188080,-0.535765,-1.102390,0.840630,-0.227808,-0.251443,-0.224638,0.210987,-1.001681,-0.049687,0.436184,-0.081314,0.710565,-0.565946
7.8099,0.213934,0.455407,0.122207,-0.390198,0.141589,-0.558124,-0.804840,0.316394,-0.018479,-0.268222,-0.231468,0.202612,-0.976431,-0.108388,0.423628,-0.004065,0.600469,-0.498846
7.8433,0.203441,0.438445,0.133337,-0.370920,0.160410,-0.535258,-0.751158,0.296533,-0.002720,-0.246779,-0.223149,0.183697,-0.968495,-0.131273,0.421448,0.011527,0.656576,-0.484053
7.8767,0.192436,0.407533,0.127593,-0.345941,0.176923,-0.526246,-0.684495,0.315378,-0.012105,-0.199015,-0.210509,0.157970,-0.936130,-0.176129,0.405177,0.026002,0.753923,-0.442043
7.9101,0.172888,0.365708,0.092798,-0.325858,0.182977,-0.521703,-0.604259,0.363772,-0.068978,-0.139821,-0.207413,0.139601,-0.880878,-0.235814,0.361769,-0.004392,0.928717,-0.357093
7.9434,0.139554,0.311834,0.035204,-0.309376,0.181251,-0.526222,-0.518395,0.427389,-0.148015,-0.075636,-0.221845,0.132306,-0.796239,-0.278593,0.290025,-0.117053,1.207783,-0.271770
7.9768,0.074793,0.246527,-0.035515,-0.304451,0.148829,-0.551228,-0.440935,0.409225,-0.186079,-0.056502,-0.253817,0.143488,-0.689575,-0.285644,0.193856,-0.343297,1.522662,-0.189469
8.0102,-0.009662,0.225311,-0.122572,-0.306937,0.132744,-0.553971,-0.379162,0.352151,-0.201344,-0.029979,-0.261455,0.145830,-0.628910,-0.239771,0.142191,-0.536508,1.719967,-0.173037
8.0436,-0.110078,0.214466,-0.219444,-0.317933,0.121723,-0.533611,-0.305544,0.254918,-0.186525,0.011273,-0.251137,0.124270,-0.590109,-0.175475,0.116108,-0.703847,1.833448,-0.175900
8.0769,-0.211037,0.186397,-0.317427,-0.337610,0.095325,-0.525165,-0.226645,0.164218,-0.165574,0.063353,-0.256902,0.103648,-0.558894,-0.141840,0.074091,-0.856519,1.899374,-0.169570
8.1103,-0.290650,0.158730,-0.396120,-0.367965,0.085183,-0.519551,-0.179613,0.191252,-0.201077,0.125169,-0.263211,0.084881,-0.537145,-0.110714,0.015971,-0.952104,1.902618,-0.174444
8.1437,-0.368540,0.131840,-0.473289,-0.397739,0.080178,-0.497290,-0.151365,0.237060,-0.237457,0.186367,-0.257076,0.066398,-0.522269,-0.067590,-0.042202,-1.023193,1.846598,-0.181239
8.1771,-0.434483,0.103423,-0.525699,-0.432352,0.078554,-0.470909,-0.128773,0.295483,-0.282225,0.241777,-0.246662,0.053035,-0.513009,-0.028920,-0.102433,-1.054800,1.735586,-0.194184
8.2104,-0.487203,0.075249,-0.571950,-0.467890,0.086799,-0.449531,-0.104280,0.362360,-0.329290,0.289490,-0.236114,0.050703,-0.510099,-0.002359,-0.148010,-1.053744,1.577778,-0.197428
8.2438,-0.538837,0.044749,-0.598929,-0.496291,0.084253,-0.434930,-0.079995,0.391925,-0.358592,0.318729,-0.230756,0.050742,-0.512333,0.009634,-0.165050,-1.048293,1.380374,-0.177105
8.2772,-0.578716,0.023150,-0.595387,-0.527078,0.071834,-0.417759,-0.063750,0.408701,-0.375745,0.328957,-0.232883,0.052454,-0.510116,0.021740,-0.167711,-1.029329,1.152896,-0.153544
8.3106,-0.593676,0.023740,-0.589713,-0.563519,0.087389,-0.395815,-0.033936,0.427730,-0.414530,0.324536,-0.229418,0.060973,-0.499735,0.055305,-0.139385,-0.978983,0.901425,-0.119658
8.3439,-0.600828,0.024772,-0.575856,-0.586485,0.095095,-0.393250,0.003916,0.424902,-0.435057,0.307952,-0.233347,0.065271,-0.488400,0.086193,-0.109736,-0.922874,0.670022,-0.099040
8.3773,-0.598739,0.024877,-0.573663,-0.596622,0.098754,-0.389718,0.017939,0.486792,-0.481667,0.290737,-0.250245,0.071354,-0.487157,0.100557,-0.125631,-0.939766,0.640170,-0.138541
8.4107,-0.586206,0.032321,-0.572348,-0.598460,0.108215,-0.373440,0.018429,0.567926,-0.520251,0.266970,-0.263487,0.077621,-0.488845,0.114667,-0.144809,-0.947066,0.684209,-0.149576
8.4441,-0.558995,0.044723,-0.571752,-0.586394,0.119312,-0.345569,0.013156,0.673536,-0.545356,0.238196,-0.265325,0.081493,-0.492246,0.123541,-0.160887,-0.940656,0.757558,-0.158412
8.4774,-0.513982,0.064587,-0.570514,-0.554612,0.148096,-0.330832,-0.000828,0.814410,-0.537280,0.204148,-0.262216,0.085666,-0.490956,0.120201,-0.129358,-0.946725,0.856558,-0.156334
8.5108,-0.453892,0.090352,-0.567552,-0.505942,0.199640,-0.310004,-0.038252,1.008242,-0.469246,0.167977,-0.251282,0.093267,-0.487515,0.130498,-0.109014,-0.932154,0.960028,-0.215778
8.5442,-0.406617,0.136023,-0.549775,-0.349526,0.267844,-0.217079,-0.262314,1.387064,-0.386300,0.068349,-0.161855,0.134161,-0.440656,0.186941,-0.034227,-0.883212,0.951345,-0.232324
8.5776,-0.345876,0.194427,-0.510494,-0.316433,0.344079,-0.183142,-0.454491,1.668092,-0.281403,-0.001079,-0.128484,0.188593,-0.472401,0.218566,0.024680,-0.843840,0.941533,-0.268043
8.6110,-0.297529,0.262880,-0.482438,-0.288939,0.375791,-0.144911,-0.649840,1.870738,-0.282118,-0.056525,-0.110201,0.221773,-0.533063,0.232576,0.082317,-0.801761,0.921478,-0.303196
8.6443,-0.239239,0.315468,-0.415880,-0.288612,0.368207,-0.144806,-0.820806,1.978984,-0.295238,-0.107579,-0.112763,0.243829,-0.593697,0.227030,0.128319,-0.756874,0.914236,-0.343820
8.6777,-0.164321,0.359075,-0.317793,-0.301993,0.338463,-0.142486,-0.956950,2.003707,-0.269807,-0.144043,-0.121408,0.255092,-0.653975,0.206853,0.171533,-0.682717,0.896086,-0.390840
8.7111,-0.075569,0.389246,-0.216401,-0.331601,0.295573,-0.125069,-1.041069,1.943434,-0.246443,-0.166796,-0.134477,0.258354,-0.719648,0.177167,0.203694,-0.582909,0.861037,-0.420803
8.7445,-0.002881,0.418046,-0.141289,-0.355533,0.273337,-0.113699,-1.091896,1.824389,-0.236007,-0.186048,-0.144030,0.267585,-0.781624,0.152885,0.238179,-0.476250,0.809619,-0.445163
8.7778,0.063875,0.442320,-0.076680,-0.382894,0.257141,-0.118830,-1.101743,1.642876,-0.223400,-0.208773,-0.153892,0.277824,-0.840188,0.125875,0.272526,-0.373690,0.750227,-0.457428
8.8112,0.115561,0.461972,-0.015049,-0.409318,0.241536,-0.155171,-1.088753,1.403368,-0.193566,-0.238599,-0.165101,0.287878,-0.895172,0.100940,0.302792,-0.288268,0.684303,-0.462204
8.8446,0.160884,0.469227,0.051089,-0.431988,0.212359,-0.239473,-1.030047,1.095696,-0.134529,-0.264870,-0.179272,0.294116,-0.942248,0.071239,0.326219,-0.200508,0.603757,-0.462016
8.8780,0.186549,0.469899,0.115475,-0.444354,0.153505,-0.342017,-0.947479,0.722302,-0.054695,-0.291275,-0.199544,0.297563,-0.979665,0.039443,0.354722,-0.130092,0.522523,-0.456183
8.9113,0.184904,0.501210,0.139300,-0.433836,0.121557,-0.410294,-1.034850,0.674256,-0.108363,-0.300629,-0.203495,0.291021,-1.004127,0.040782,0.397388,-0.114458,0.569756,-0.506431
8.9447,0.215434,0.453473,0.279319,-0.445923,0.058144,-0.459117,-0.793824,0.125538,0.081114,-0.328334,-0.213321,0.285097,-1.007240,0.003075,0.414217,-0.050381,0.496698,-0.485805
8.9781,0.184655,0.451760,0.315429,-0.441048,0.051390,-0.460766,-0.794163,0.108026,0.118604,-0.331358,-0.217511,0.269453,-1.021305,-0.003808,0.436581,-0.059821,0.545337,-0.501953
9.0115,0.182319,0.418642,0.360784,-0.421360,0.061461,-0.419249,-0.738562,0.115454,0.103792,-0.312876,-0.211516,0.255552,-1.009073,-0.031728,0.430118,-0.038787,0.618760,-0.508364
9.0448,0.189182,0.385299,0.372036,-0.398501,0.079659,-0.394863,-0.670915,0.145076,0.085706,-0.269831,-0.198144,0.246969,-0.959068,-0.079607,0.420926,-0.006377,0.718840,-0.480935
9.0782,0.171517,0.354154,0.336779,-0.381856,0.084653,-0.398231,-0.612598,0.191900,0.064887,-0.220658,-0.189235,0.236512,-0.887653,-0.129222,0.394828,-0.044831,0.896023,-0.391089
9.1116,0.136243,0.314544,0.261476,-0.360085,0.074700,-0.400166,-0.559886,0.256798,0.007949,-0.176641,-0.193452,0.229819,-0.785351,-0.177300,0.349277,-0.169217,1.182027,-0.290345
9.1450,0.078147,0.278121,0.154452,-0.349988,0.052600,-0.417113,-0.522438,0.330552,-0.066950,-0.140266,-0.215438,0.222846,-0.684726,-0.213088,0.280294,-0.344676,1.476476,-0.192721
9.1783,-0.004324,0.237505,0.062969,-0.353093,0.034436,-0.435614,-0.490504,0.358897,-0.124732,-0.120077,-0.234814,0.222702,-0.591806,-0.211146,0.222706,-0.541735,1.707198,-0.166718
9.2117,-0.089138,0.218731,-0.059091,-0.360795,0.027984,-0.443427,-0.421582,0.331471,-0.155451,-0.078905,-0.246976,0.214931,-0.536291,-0.184819,0.162895,-0.705075,1.842600,-0.194765
9.2451,-0.185662,0.187730,-0.190379,-0.357907,0.007022,-0.451179,-0.322551,0.269796,-0.165131,-0.019202,-0.274298,0.195808,-0.504417,-0.183891,0.108442,-0.839020,1.915103,-0.200882
9.2785,-0.271572,0.156488,-0.285394,-0.374027,-0.005873,-0.454731,-0.272522,0.303513,-0.204628,0.049442,-0.294877,0.169450,-0.485834,-0.171576,0.053365,-0.947492,1.930395,-0.205430
9.3118,-0.355390,0.132561,-0.369954,-0.392524,0.003359,-0.442625,-0.239721,0.354342,-0.248370,0.117539,-0.288654,0.132321,-0.477726,-0.113880,0.001847,-1.021105,1.870151,-0.202686
9.3452,-0.427403,0.109544,-0.456475,-0.412755,0.028472,-0.426347,-0.203376,0.422943,-0.307000,0.185270,-0.272448,0.093106,-0.479947,-0.060963,-0.051685,-1.050251,1.749254,-0.201431
9.3786,-0.499002,0.073706,-0.532435,-0.422207,0.034402,-0.413300,-0.169335,0.475530,-0.348280,0.247139,-0.264214,0.069530,-0.485979,-0.034794,-0.094080,-1.053046,1.579597,-0.189447
9.4120,-0.567266,0.031922,-0.574329,-0.431940,0.013682,-0.372897,-0.149351,0.502015,-0.354973,0.297936,-0.257428,0.049195,-0.505559,-0.020353,-0.123999,-1.034688,1.356383,-0.172025
9.4453,-0.599719,0.019389,-0.572715,-0.460364,0.035424,-0.377252,-0.101413,0.512002,-0.395221,0.312661,-0.266961,0.069630,-0.501009,0.005539,-0.130174,-0.993456,1.093093,-0.139317
9.4787,-0.619054,0.019199,-0.556809,-0.501558,0.045667,-0.371172,-0.057752,0.496171,-0.413698,0.308807,-0.274539,0.099202,-0.500828,0.029834,-0.100047,-0.936827,0.805052,-0.109648
9.5121,-0.639130,0.019275,-0.548489,-0.531757,0.049352,-0.373471,-0.035437,0.496895,-0.426796,0.288144,-0.286386,0.122240,-0.498160,0.052596,-0.078791,-0.886636,0.555193,-0.073949
9.5455,-0.645347,0.017147,-0.541978,-0.543652,0.051311,-0.369996,-0.026068,0.563068,-0.462033,0.271419,-0.302796,0.132422,-0.498647,0.068407,-0.098640,-0.906528,0.550245,-0.100683
9.5788,-0.639451,0.017306,-0.540736,-0.545668,0.053980,-0.338972,-0.029345,0.650787,-0.487448,0.250317,-0.310961,0.138848,-0.498411,0.091375,-0.136123,-0.911012,0.622665,-0.105682
9.6122,-0.614020,0.018833,-0.538950,-0.533761,0.065937,-0.296804,-0.030002,0.765648,-0.502425,0.223814,-0.305602,0.145074,-0.495451,0.113066,-0.174717,-0.907338,0.723200,-0.118252
9.6456,-0.565499,0.023378,-0.534416,-0.505383,0.098088,-0.285591,-0.036256,0.919370,-0.471653,0.192420,-0.299049,0.154413,-0.492905,0.109856,-0.150300,-0.914482,0.855611,-0.126624
9.6790,-0.499801,0.039900,-0.525311,-0.463193,0.134639,-0.253842,-0.077743,1.132408,-0.384266,0.161618,-0.285730,0.163718,-0.491631,0.122861,-0.120481,-0.897209,0.989909,-0.201638
9.7124,-0.450223,0.087869,-0.551240,-0.338000,0.196893,-0.164602,-0.305303,1.523002,-0.317991,0.076186,-0.196661,0.185451,-0.462069,0.168327,-0.043442,-0.882355,1.045631,-0.255384
9.7457,-0.413689,0.141257,-0.556108,-0.297377,0.270456,-0.135253,-0.507250,1.784368,-0.237208,0.013037,-0.167905,0.193808,-0.497580,0.183345,0.014408,-0.862624,1.059812,-0.298260
9.7791,-0.365338,0.213918,-0.544170,-0.275550,0.341080,-0.103485,-0.698451,1.966165,-0.283547,-0.047388,-0.139081,0.217131,-0.544170,0.204536,0.079972,-0.823614,1.047261,-0.338384
9.8125,-0.290417,0.268079,-0.489310,-0.283181,0.344337,-0.095329,-0.834376,2.038460,-0.294337,-0.100866,-0.136363,0.255953,-0.579288,0.192994,0.124767,-0.751090,1.041193,-0.385371
9.8459,-0.196252,0.318481,-0.390520,-0.300181,0.318563,-0.100667,-0.920267,2.015769,-0.275568,-0.145316,-0.142554,0.270966,-0.606743,0.172459,0.159495,-0.647364,1.007610,-0.416499
9.8792,-0.100483,0.362887,-0.275635,-0.335401,0.295302,-0.109026,-0.981994,1.932676,-0.282110,-0.175633,-0.148647,0.267361,-0.639507,0.142180,0.207249,-0.532211,0.962214,-0.449910
9.9126,-0.011630,0.395186,-0.168283,-0.381381,0.271266,-0.129411,-1.023393,1.791338,-0.277250,-0.211049,-0.164203,0.275716,-0.680348,0.105873,0.242037,-0.427803,0.904013,-0.466547
9.9460,0.057991,0.427674,-0.082169,-0.409956,0.253251,-0.141924,-1.040654,1.598776,-0.256059,-0.246153,-0.183334,0.295088,-0.724321,0.077008,0.275228,-0.332694,0.841454,-0.474471
9.9794,0.116760,0.453172,-0.016835,-0.429089,0.237808,-0.188609,-1.025499,1.349997,-0.213478,-0.282022,-0.201022,0.314427,-0.764190,0.046866,0.302400,-0.244977,0.768819,-0.474292
10.0127,0.159404,0.474443,0.031232,-0.423829,0.217236,-0.272954,-0.969152,1.043160,-0.155955,-0.307930,-0.220284,0.323900,-0.803438,0.012647,0.330374,-0.152048,0.679216,-0.466917
10.0461,0.183785,0.489912,0.072119,-0.420298,0.181774,-0.389253,-0.899283,0.701826,-0.088771,-0.326826,-0.236788,0.311640,-0.847497,-0.021735,0.365273,-0.075786,0.590408,-0.455319
10.0795,0.184522,0.524755,0.082697,-0.409127,0.159868,-0.479850,-0.991982,0.667054,-0.145666,-0.332757,-0.242197,0.296751,-0.874388,-0.030798,0.409234,-0.061296,0.627429,-0.498719
10.1129,0.186044,0.539777,0.102547,-0.390905,0.127527,-0.519127,-1.033914,0.622783,-0.157170,-0.343079,-0.246215,0.279804,-0.901908,-0.050768,0.426252,-0.052483,0.660145,-0.521789
10.1462,0.213490,0.491260,0.145218,-0.360373,0.146670,-0.527518,-0.768251,0.296713,-0.017732,-0.325881,-0.244225,0.265083,-0.914304,-0.101452,0.407633,0.038312,0.604584,-0.480608
10.1796,0.188721,0.496145,0.139542,-0.351841,0.158120,-0.524337,-0.764862,0.325769,-0.040169,-0.309142,-0.247904,0.248123,-0.922234,-0.123806,0.421486,0.028803,0.675411,-0.458109
10.2130,0.185343,0.443256,0.125179,-0.330617,0.170048,-0.532579,-0.682450,0.368808,-0.052941,-0.248687,-0.236599,0.226934,-0.898937,-0.186424,0.382305,0.037561,0.814325,-0.403712
10.2464,0.175568,0.385944,0.094711,-0.314672,0.192400,-0.527571,-0.575993,0.413115,-0.107464,-0.175001,-0.233958,0.206565,-0.852253,-0.232098,0.323721,-0.014056,1.028433,-0.310416
10.2797,0.139752,0.318307,0.038946,-0.311176,0.185886,-0.544181,-0.461293,0.386012,-0.142230,-0.128338,-0.250370,0.200647,-0.777133,-0.257253,0.244361,-0.188343,1.337299,-0.215339
10.3131,0.065462,0.283574,-0.042708,-0.312223,0.169663,-0.545881,-0.407033,0.369984,-0.168132,-0.089402,-0.256371,0.182482,-0.723186,-0.229193,0.178138,-0.392260,1.584860,-0.122798
10.3465,-0.020926,0.269564,-0.142187,-0.322022,0.161753,-0.538192,-0.348388,0.311406,-0.176562,-0.048691,-0.247558,0.159171,-0.674389,-0.148848,0.116262,-0.584584,1.752447,-0.127180
10.3799,-0.106343,0.249829,-0.238344,-0.346321,0.161532,-0.526847,-0.254229,0.238323,-0.178455,0.012731,-0.238679,0.125823,-0.631486,-0.098908,0.065571,-0.717951,1.840225,-0.144811
10.4132,-0.188382,0.215024,-0.313184,-0.373806,0.145048,-0.531667,-0.199793,0.266826,-0.222466,0.084775,-0.250830,0.095968,-0.595207,-0.090044,0.013438,-0.819283,1.880279,-0.155291
10.4466,-0.291703,0.163425,-0.423459,-0.388890,0.113447,-0.519165,-0.173979,0.311814,-0.251632,0.154757,-0.260365,0.063529,-0.552080,-0.074947,-0.037265,-0.907874,1.861680,-0.171986
10.4800,-0.376856,0.120564,-0.503731,-0.415178,0.099034,-0.499947,-0.153351,0.375048,-0.291481,0.219088,-0.260120,0.035703,-0.519092,-0.046776,-0.084312,-0.960302,1.783845,-0.190670
10.5134,-0.463350,0.071513,-0.596413,-0.435416,0.090832,-0.477184,-0.124486,0.421493,-0.329305,0.278851,-0.246916,0.012319,-0.490738,-0.024660,-0.119423,-0.984119,1.652705,-0.193512
10.5467,-0.546064,0.025647,-0.657409,-0.455750,0.067963,-0.457231,-0.080964,0.412310,-0.347975,0.321413,-0.243067,0.002670,-0.472399,-0.015699,-0.148522,-0.995898,1.482279,-0.192064
10.5801,-0.601615,0.011532,-0.682772,-0.502136,0.049741,-0.435929,-0.063242,0.414865,-0.357749,0.338734,-0.241145,0.009684,-0.460544,-0.002016,-0.156634,-1.008938,1.277056,-0.158856
10.6135,-0.634113,0.005959,-0.660659,-0.554960,0.034409,-0.422975,-0.039076,0.416445,-0.375526,0.340488,-0.249968,0.029157,-0.450932,0.009515,-0.136405,-0.994096,1.037715,-0.110731
10.6469,-0.653060,0.004205,-0.640005,-0.598918,0.019555,-0.420530,-0.012555,0.401740,-0.379956,0.320671,-0.267832,0.050525,-0.443366,0.025324,-0.089971,-0.958276,0.770010,-0.068054
10.6802,-0.659920,0.004565,-0.619382,-0.624441,0.009480,-0.426910,0.015706,0.397847,-0.383134,0.287267,-0.288075,0.079253,-0.437226,0.049125,-0.046993,-0.907587,0.535702,-0.040632
10.7136,-0.654686,0.004008,-0.609492,-0.631047,0.002866,-0.426938,0.024154,0.462084,-0.413658,0.260527,-0.312189,0.085672,-0.445102,0.065485,-0.039180,-0.930465,0.536421,-0.064288
10.7470,-0.633182,0.007935,-0.606133,-0.618656,0.020464,-0.398935,0.031191,0.561226,-0.435973,0.231783,-0.313325,0.087561,-0.452086,0.094360,-0.096265,-0.924412,0.604556,-0.067246
10.7804,-0.593416,0.014751,-0.611581,-0.580799,0.040464,-0.361195,0.034175,0.698292,-0.448951,0.204001,-0.301737,0.082069,-0.453960,0.123328,-0.177024,-0.915120,0.717239,-0.078511
10.8138,-0.538660,0.020868,-0.601685,-0.541412,0.076497,-0.352673,0.018422,0.866719,-0.408168,0.173112,-0.303294,0.074939,-0.461637,0.114794,-0.167786,-0.930354,0.862412,-0.098857
10.8471,-0.464609,0.031184,-0.608748,-0.429108,0.136420,-0.287084,-0.079132,1.180938,-0.330854,0.141725,-0.256104,0.044522,-0.470384,0.140024,-0.109828,-0.911708,1.012401,-0.194648
10.8805,-0.463502,0.059986,-0.647796,-0.280849,0.183594,-0.230110,-0.331688,1.551332,-0.249083,0.071478,-0.214013,0.015400,-0.506683,0.157098,-0.048198,-0.929553,1.063306,-0.242020
10.9139,-0.430788,0.118982,-0.640252,-0.230941,0.241791,-0.201946,-0.555107,1.809838,-0.189343,-0.004057,-0.196895,0.025934,-0.555563,0.165459,0.009155,-0.919066,1.070230,-0.279581
10.9473,-0.368466,0.196533,-0.609273,-0.209258,0.299057,-0.168189,-0.729344,1.967819,-0.241373,-0.066383,-0.185350,0.055626,-0.609352,0.184610,0.067153,-0.872281,1.063872,-0.326670
10.9806,-0.276580,0.276637,-0.555457,-0.220149,0.335679,-0.138008,-0.863815,2.041845,-0.279020,-0.124795,-0.176655,0.073599,-0.631145,0.198516,0.126848,-0.791003,1.048516,-0.365178
11.0140,-0.173870,0.337313,-0.470886,-0.248427,0.338138,-0.144676,-0.953267,2.021967,-0.279987,-0.171441,-0.180268,0.081522,-0.648506,0.182414,0.174896,-0.683192,1.006888,-0.399086
11.0474,-0.080703,0.383941,-0.382388,-0.282683,0.311701,-0.147856,-1.026703,1.941460,-0.264918,-0.207500,-0.192741,0.096956,-0.677893,0.153660,0.213381,-0.576451,0.959932,-0.425770
11.0808,0.005598,0.415236,-0.301854,-0.322298,0.289936,-0.165910,-1.063069,1.794903,-0.246499,-0.240154,-0.209529,0.100483,-0.714698,0.119603,0.243033,-0.473248,0.908402,-0.432234
11.1141,0.074049,0.442672,-0.234040,-0.355525,0.268696,-0.185274,-1.081734,1.589325,-0.226970,-0.275603,-0.231978,0.135252,-0.753702,0.087458,0.278139,-0.385876,0.845031,-0.434805
11.1475,0.136107,0.463658,-0.147878,-0.387070,0.261853,-0.239170,-1.061828,1.322945,-0.187744,-0.304020,-0.239640,0.145945,-0.800595,0.063044,0.310538,-0.303256,0.765692,-0.437567
11.1809,0.191373,0.467749,-0.069286,-0.403323,0.243495,-0.354661,-0.978214,0.991893,-0.140060,-0.325910,-0.259585,0.164912,-0.835636,0.020846,0.341991,-0.202055,0.671387,-0.436949
11.2143,0.229260,0.472142,-0.012561,-0.407282,0.213205,-0.485341,-0.884487,0.646157,-0.096447,-0.338120,-0.263994,0.163654,-0.877630,-0.014408,0.376492,-0.108524,0.572348,-0.433629
11.2476,0.230260,0.496327,0.007141,-0.398986,0.189483,-0.544741,-0.968015,0.613997,-0.146187,-0.345171,-0.265126,0.155497,-0.901127,-0.023054,0.416422,-0.093443,0.607672,-0.477252
11.2810,0.256693,0.468416,0.075656,-0.379215,0.165797,-0.561034,-0.759171,0.201979,0.002366,-0.350705,-0.257752,0.154343,-0.929079,-0.055491,0.421386,-0.027833,0.546774,-0.458876
11.3144,0.232975,0.473576,0.083003,-0.371516,0.171954,-0.552248,-0.760328,0.219453,0.029655,-0.349612,-0.258113,0.142218,-0.942881,-0.068136,0.431926,-0.035239,0.589347,-0.466288
11.3478,0.220117,0.445646,0.101360,-0.346577,0.188641,-0.535636,-0.710236,0.242274,0.002433,-0.315018,-0.238686,0.124591,-0.940722,-0.103273,0.422364,-0.006950,0.657499,-0.459108
11.3811,0.206591,0.400190,0.099628,-0.319651,0.194808,-0.527650,-0.627902,0.286338,-0.027161,-0.246647,-0.222555,0.103783,-0.909151,-0.173652,0.389090,0.019528,0.770342,-0.412353
11.4145,0.176339,0.356016,0.060507,-0.309360,0.196588,-0.524135,-0.539325,0.344721,-0.095157,-0.165690,-0.218676,0.076779,-0.861320,-0.232918,0.332002,-0.022091,0.967652,-0.308941
11.4479,0.130455,0.301823,-0.001899,-0.310455,0.181855,-0.524536,-0.455117,0.402125,-0.166249,-0.085035,-0.233020,0.061368,-0.797199,-0.272392,0.250465,-0.150734,1.257096,-0.214552
11.4813,0.048310,0.247483,-0.089366,-0.328714,0.139980,-0.545770,-0.380469,0.350338,-0.185598,-0.053261,-0.263386,0.069150,-0.721322,-0.290257,0.177847,-0.378467,1.556520,-0.142121
11.5146,-0.045108,0.236879,-0.179741,-0.356839,0.122998,-0.538192,-0.313765,0.261498,-0.175617,-0.024033,-0.264889,0.080298,-0.665472,-0.223611,0.130218,-0.574850,1.736946,-0.137778
11.5480,-0.156302,0.230104,-0.282330,-0.376856,0.105062,-0.515169,-0.249578,0.156180,-0.144318,0.011430,-0.254676,0.073742,-0.614425,-0.144638,0.092377,-0.754384,1.844292,-0.140386
11.5814,-0.248793,0.202715,-0.362678,-0.398518,0.086852,-0.512455,-0.196587,0.156653,-0.164058,0.070050,-0.266553,0.065137,-0.572864,-0.107333,0.032177,-0.871900,1.888996,-0.140062
11.6148,-0.342388,0.170329,-0.450972,-0.413255,0.065682,-0.506449,-0.161373,0.187422,-0.190129,0.128851,-0.276119,0.066931,-0.533068,-0.079077,-0.028848,-0.963566,1.875279,-0.143508
11.6481,-0.426152,0.137321,-0.526911,-0.439783,0.057750,-0.490308,-0.137782,0.239904,-0.230861,0.186649,-0.272948,0.064733,-0.505647,-0.044585,-0.088986,-1.020131,1.799643,-0.166671
11.6815,-0.502617,0.097516,-0.567913,-0.451592,0.048882,-0.471922,-0.116763,0.301410,-0.283821,0.240835,-0.269747,0.059648,-0.487697,-0.025497,-0.134827,-1.045672,1.674585,-0.186938
11.7149,-0.581697,0.050515,-0.620731,-0.450075,0.038300,-0.453081,-0.098872,0.353329,-0.320756,0.286905,-0.261488,0.059323,-0.481631,-0.012809,-0.163819,-1.045892,1.496028,-0.182845
11.7483,-0.644331,0.015789,-0.646833,-0.454948,0.023125,-0.425740,-0.086084,0.392133,-0.340536,0.314242,-0.254016,0.053609,-0.476529,0.004916,-0.176561,-1.032304,1.279843,-0.163886
11.7816,-0.675265,0.012314,-0.642457,-0.488511,0.017270,-0.410560,-0.057553,0.399229,-0.366826,0.316635,-0.254847,0.061421,-0.465067,0.028370,-0.169996,-1.001523,1.029035,-0.120752
11.8150,-0.688125,0.012061,-0.619446,-0.518978,0.012249,-0.404271,-0.022286,0.389838,-0.388304,0.299732,-0.264017,0.079207,-0.451681,0.056104,-0.128519,-0.959582,0.777581,-0.080375
11.8484,-0.691726,0.012678,-0.588550,-0.537705,0.006526,-0.424241,0.016098,0.374598,-0.393261,0.266229,-0.284456,0.096022,-0.442716,0.079091,-0.084867,-0.916168,0.566880,-0.051213
11.8818,-0.685319,0.009167,-0.576029,-0.544689,-0.011826,-0.441001,0.019425,0.438388,-0.419038,0.239823,-0.316407,0.098283,-0.445874,0.086812,-0.066566,-0.950877,0.590222,-0.077385
11.9152,-0.667745,0.008785,-0.567589,-0.539189,-0.015411,-0.431197,0.018435,0.527928,-0.432216,0.208669,-0.327375,0.094717,-0.448846,0.106287,-0.104807,-0.954157,0.665617,-0.085379
11.9485,-0.629008,0.011124,-0.559241,-0.515179,0.000634,-0.418796,0.019191,0.650445,-0.434369,0.177819,-0.323323,0.077467,-0.452165,0.120072,-0.178170,-0.955684,0.768171,-0.104074
11.9819,-0.570320,0.017950,-0.555073,-0.471981,0.047026,-0.426489,0.012195,0.813189,-0.394484,0.145501,-0.310941,0.048847,-0.456386,0.115766,-0.174571,-0.965896,0.902573,-0.124207
12.0153,-0.485338,0.025121,-0.550063,-0.363597,0.105812,-0.379076,-0.062095,1.095049,-0.332353,0.117362,-0.261205,0.006861,-0.464524,0.138755,-0.130078,-0.932596,1.026182,-0.211911
12.0487,-0.461403,0.048218,-0.549907,-0.232721,0.169706,-0.345175,-0.282014,1.460323,-0.246788,0.056341,-0.224469,0.006442,-0.506026,0.156765,-0.075228,-0.923736,1.054947,-0.257681
12.0820,-0.415531,0.108776,-0.543362,-0.195992,0.236322,-0.323385,-0.472641,1.707698,-0.180931,-0.005361,-0.204634,0.015971,-0.573900,0.169839,-0.029740,-0.890166,1.038945,-0.296971
